,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
755,0021700985,1610612753,Magic,ORL,Orlando,240:00,0.481,0.205,0.149,0.119,0.488,0.181,0.19,0.31
756,0021700986,1610612746,Clippers,LAC,LA,240:00,0.545,0.337,0.136,0.289,0.517,0.207,0.13,0.17
757,0021700986,1610612739,Cavaliers,CLE,Cleveland,240:00,0.517,0.207,0.13,0.17,0.545,0.337,0.136,0.289
758,0021700987,1610612756,Suns,PHX,Phoenix,240:00,0.614,0.229,0.148,0.128,0.58,0.31,0.116,0.189
759,0021700987,1610612766,Hornets,CHA,Charlotte,240:00,0.58,0.31,0.116,0.189,0.614,0.229,0.148,0.128
760,0021700988,1610612764,Wizards,WAS,Washington,240:00,0.487,0.442,0.152,0.178,0.648,0.239,0.098,0.135
761,0021700988,1610612748,Heat,MIA,Miami,240:00,0.648,0.239,0.098,0.135,0.487,0.442,0.152,0.178
762,0021700989,1610612763,Grizzlies,MEM,Memphis,240:00,0.399,0.202,0.145,0.173,0.545,0.455,0.117,0.22
763,0021700989,1610612742,Mavericks,DAL,Dallas,240:00,0.545,0.455,0.117,0.22,0.399,0.202,0.145,0.173
764,0021700990,1610612759,Spurs,SAS,San Antonio,240:00,0.523,0.081,0.153,0.136,0.518,0.282,0.151,0.229
765,0021700990,1610612760,Thunder,OKC,Oklahoma City,240:00,0.518,0.282,0.151,0.229,0.523,0.081,0.153,0.136
766,0021700991,1610612753,Magic,ORL,Orlando,240:00,0.5,0.321,0.147,0.214,0.571,0.359,0.154,0.25
767,0021700991,1610612746,Clippers,LAC,LA,240:00,0.571,0.359,0.154,0.25,0.5,0.321,0.147,0.214
768,0021700992,1610612761,Raptors,TOR,Toronto,240:00,0.591,0.269,0.109,0.326,0.494,0.273,0.099,0.174
769,0021700992,1610612752,Knicks,NYK,New York,240:00,0.494,0.273,0.099,0.174,0.591,0.269,0.109,0.326
770,0021700993,1610612741,Bulls,CHI,Chicago,240:00,0.577,0.194,0.051,0.26,0.628,0.268,0.156,0.128
771,0021700993,1610612737,Hawks,ATL,Atlanta,240:00,0.628,0.268,0.156,0.128,0.577,0.194,0.051,0.26
772,0021700994,1610612750,Timberwolves,MIN,Minnesota,240:00,0.495,0.221,0.099,0.255,0.462,0.231,0.128,0.245
773,0021700994,1610612744,Warriors,GSW,Golden State,240:00,0.462,0.231,0.128,0.245,0.495,0.221,0.099,0.255
774,0021700995,1610612762,Jazz,UTA,Utah,240:00,0.479,0.26,0.159,0.378,0.473,0.14,0.128,0.208
775,0021700995,1610612740,Pelicans,NOP,New Orleans,240:00,0.473,0.14,0.128,0.208,0.479,0.26,0.159,0.378
776,0021700996,1610612758,Kings,SAC,Sacramento,240:00,0.462,0.286,0.03,0.14,0.646,0.236,0.081,0.205
777,0021700996,1610612743,Nuggets,DEN,Denver,240:00,0.646,0.236,0.081,0.205,0.462,0.286,0.03,0.14
778,0021700997,1610612745,Rockets,HOU,Houston,240:00,0.565,0.167,0.116,0.143,0.378,0.191,0.105,0.304
779,0021700997,1610612742,Mavericks,DAL,Dallas,240:00,0.378,0.191,0.105,0.304,0.565,0.167,0.116,0.143
780,0021700998,1610612754,Pacers,IND,Indiana,240:00,0.556,0.123,0.185,0.158,0.494,0.259,0.166,0.233
781,0021700998,1610612738,Celtics,BOS,Boston,240:00,0.494,0.259,0.166,0.233,0.556,0.123,0.185,0.158
782,0021700999,1610612755,76ers,PHI,Philadelphia,240:00,0.574,0.189,0.099,0.293,0.447,0.282,0.179,0.265
783,0021700999,1610612751,Nets,BKN,Brooklyn,240:00,0.447,0.282,0.179,0.265,0.574,0.189,0.099,0.293
784,0021701000,1610612747,Lakers,LAL,Los Angeles,240:00,0.568,0.208,0.125,0.318,0.534,0.261,0.116,0.159
785,0021701000,1610612739,Cavaliers,CLE,Cleveland,240:00,0.534,0.261,0.116,0.159,0.568,0.208,0.125,0.318
786,0021701001,1610612759,Spurs,SAS,San Antonio,240:00,0.475,0.284,0.134,0.146,0.569,0.288,0.173,0.237
787,0021701001,1610612745,Rockets,HOU,Houston,240:00,0.569,0.288,0.173,0.237,0.475,0.284,0.134,0.146
788,0021701002,1610612749,Bucks,MIL,Milwaukee,240:00,0.654,0.272,0.193,0.344,0.522,0.213,0.093,0.217
789,0021701002,1610612763,Grizzlies,MEM,Memphis,240:00,0.522,0.213,0.093,0.217,0.654,0.272,0.193,0.344
790,0021701003,1610612758,Kings,SAC,Sacramento,240:00,0.473,0.172,0.112,0.255,0.548,0.214,0.112,0.122
791,0021701003,1610612760,Thunder,OKC,Oklahoma City,240:00,0.548,0.214,0.112,0.122,0.473,0.172,0.112,0.255
